,signal,room_code,src_id,mic_id,path_hdf5,delay
536,rir,010000,9,9,/rir/010000/9,4444
537,rir,010000,9,10,/rir/010000/9,4444
538,rir,010000,9,11,/rir/010000/9,4444
539,rir,010000,9,12,/rir/010000/9,4444
540,rir,010000,9,13,/rir/010000/9,4444
541,rir,010000,9,14,/rir/010000/9,4444
542,rir,010000,9,15,/rir/010000/9,4444
543,rir,010000,9,16,/rir/010000/9,4444
544,rir,010000,9,17,/rir/010000/9,4444
545,rir,010000,9,18,/rir/010000/9,4444
546,rir,010000,9,19,/rir/010000/9,4444
547,rir,010000,9,20,/rir/010000/9,4444
548,rir,010000,9,21,/rir/010000/9,4444
549,rir,010000,9,22,/rir/010000/9,4444
550,rir,010000,9,23,/rir/010000/9,4444
551,rir,010000,9,24,/rir/010000/9,4444
552,rir,010000,9,25,/rir/010000/9,4444
553,rir,010000,9,26,/rir/010000/9,4444
554,rir,010000,9,27,/rir/010000/9,4444
555,rir,010000,9,28,/rir/010000/9,4444
556,rir,010000,9,29,/rir/010000/9,4444
557,rir,010000,9,30,/rir/010000/9,4444
558,rir,011000,1,0,/rir/011000/1,4444
559,rir,011000,1,1,/rir/011000/1,4444
560,rir,011000,1,2,/rir/011000/1,4444
561,rir,011000,1,3,/rir/011000/1,4444
562,rir,011000,1,4,/rir/011000/1,4444
563,rir,011000,1,5,/rir/011000/1,4444
564,rir,011000,1,6,/rir/011000/1,4444
565,rir,011000,1,7,/rir/011000/1,4444
566,rir,011000,1,8,/rir/011000/1,4444
567,rir,011000,1,9,/rir/011000/1,4444
568,rir,011000,1,10,/rir/011000/1,4444
569,rir,011000,1,11,/rir/011000/1,4444
570,rir,011000,1,12,/rir/011000/1,4444
571,rir,011000,1,13,/rir/011000/1,4444
572,rir,011000,1,14,/rir/011000/1,4444
573,rir,011000,1,15,/rir/011000/1,4444
574,rir,011000,1,16,/rir/011000/1,4444
575,rir,011000,1,17,/rir/011000/1,4444
576,rir,011000,1,18,/rir/011000/1,4444
